"TIMESTAMP";"EVENT";"SD";"PINB";"TINB";"Q";"POUTB";"TOUTB";"REVHP";"REVLP";"REVWE";"TFIRE";"CF""
"2013-02-27 10:21:32;"";;;13.078507;;53.895428;20.393682;5600.9155;2937.5144;921.4923;351.55872;"
"2013-02-27 10:21:47;"Нет данных";;;11.068894;711.5282;54.047913;18.933393;5748.318;3099.5652;989.929;;"
"2013-02-27 10:22:02;"";;;9.810025;;;17.68368;5833.463;3184.5579;;;"
"2013-02-27 10:22:17;"";;;8.899061;;54.150608;16.415655;;;;339.78256;"
"2013-02-27 10:22:32;"";;;;;;15.614557;;;;;"
"2013-02-27 10:22:47;"";;;8.020142;;;14.694438;;;;;"
"2013-02-27 10:23:02;"";;;;;;14.13138;;;;;"
"2013-02-27 10:23:17;"";;;;;;13.495079;;;;;"
"2013-02-27 10:23:47;"";;;;;;12.69398;;;;;"
"2013-02-27 10:24:02;"";;;7.489128;;;;;;;;"
"2013-02-27 10:24:17;"";;;;;;12.130922;;;;;"
"2013-02-27 10:25:02;"";;;;;;11.494621;;;;;"
"2013-02-27 10:25:47;"";;;;;;10.977341;;;;;"
"2013-02-27 10:26:47;"В резерве";;;;;;;;3130.541;;;"
"2013-02-27 10:27:02;"";;;;;;10.437171;;;;;"
"2013-02-27 10:27:32;"Нет данных";;;;;;;;3202.716;;350.58136;"
"2013-02-27 10:27:47;"";;;;764.3244;54.28442;;6009.6133;3350.2708;1080.0336;;"
"2013-02-27 10:28:02;"";;;;;54.408897;;6119.112;3477.9888;;;"
"2013-02-27 10:28:17;"";;;;853.4371;54.56449;;6246.9214;3630.8843;1187.1519;361.26804;"
"2013-02-27 10:28:32;"";;;;;54.70453;;6355.505;3766.9946;1238.7274;;"
"2013-02-27 10:28:47;"";;;;950.02673;54.894356;;6472.1445;3922.942;1304.4938;;"
"2013-02-27 10:29:02;"";;;;1012.7413;55.040615;;6577.432;4056.7637;1354.9248;377.5143;"
"2013-02-27 10:29:17;"";;;;1113.9086;55.30513;;6705.2417;4237.125;1434.2717;;"
"2013-02-27 10:29:32;"";;;;1214.6182;55.557198;;6816.022;4368.353;1513.0846;390.10757;"
"2013-02-27 10:29:47;"";;;;1334.2489;55.871502;;6947.1274;4541.8477;1600.4425;;"
"2013-02-27 10:30:02;"";;;;1442.1301;56.19047;;7058.0913;4700.5415;1681.9257;409.97482;"
"2013-02-27 10:30:17;"";;;;1563.2867;56.5888;11.023117;7181.506;4888.075;1784.7715;422.1355;"
"2013-02-27 10:30:32;"";-29.170671;;;1679.8657;57.0058;;7287.526;5053.483;1877.6227;;"
"2013-02-27 10:30:47;"";25.065996;;;1859.9221;57.565945;11.682307;7414.969;5270.924;2001.1444;444.80658;"
"2013-02-27 10:31:02;"";;;;2027.7714;58.113644;;7524.468;5462.425;2114.0613;461.10095;"
"2013-02-27 10:31:17;"";;52.756462;;2271.7632;58.807602;12.483406;7651.1787;5678.645;2247.6538;478.02014;"
"2013-02-27 10:31:32;"";;;;2434.7295;59.44399;;7768.7344;5861.7534;2362.707;495.5482;"
"2013-02-27 10:31:47;"";;;;2631.4182;60.212635;13.847563;7899.84;6063.7827;2486.1523;515.73584;"
"2013-02-27 10:32:02;"В работе";;;;2772.5642;60.81946;14.392309;7978.027;6184.1763;2580.2244;529.7391;"
"2013-02-27 10:32:17;"";;;;;60.682537;15.120165;;;;;"
"2013-02-27 10:32:32;"";;;;2720.8362;;15.756466;;6127.5654;;;"
"2013-02-27 10:32:47;"";;;;;;16.319525;;;;;"
"2013-02-27 10:33:17;"";;;;;;17.02449;;;;;"
"2013-02-27 10:33:47;"";;;;;;17.637903;;;;;"
"2013-02-27 10:35:02;"";;;;;;18.178072;;;;;"
"2013-02-27 10:38:17;"";;;;2785.9922;60.9346;;8060.2427;6271;;;"
"2013-02-27 10:38:32;"";;;;2991.6838;61.815277;;8173.5864;6470.4355;2731.9753;555.3582;"
"2013-02-27 10:38:47;"";;;;3168.2307;62.71929;18.745708;8253.6045;;2859.3118;565.9487;"
"2013-02-27 10:39:02;"";;;;3384.146;63.57196;;8353.766;6607.7666;2973.6782;582.2591;"
"2013-02-27 10:39:17;"";35.20409;;;3562.6765;64.56777;19.51934;8418.952;6528.5728;3099.031;;"
"2013-02-27 10:39:32;"";;;;3746.2424;65.49513;20.064089;8533.028;6624.552;3212.1003;605.0744;"
"2013-02-27 10:39:47;"";;52.647545;;3955.7488;66.38047;20.86061;8626.047;6690.3184;3306.6301;622.5063;"
"2013-02-27 10:40:02;"";;;;;;21.661707;;;;;"
"2013-02-27 10:40:17;"";;;;4043.946;66.7788;22.558937;8682.078;;;634.0421;"
"2013-02-27 10:40:32;"";;;;;;23.30968;;;;;"
"2013-02-27 10:40:47;"";;;;;;24.065004;;;;;"
"2013-02-27 10:41:02;"Нет данных";;;;;;24.628061;;;;;"
"2013-02-27 10:41:17;"";19.227894;52.936954;7.9972534;4144.3506;69.316574;;8753.308;6775.006;3451.5144;647.72485;"
"2013-02-27 10:41:32;"";7.9850464;;;4354.162;71.44202;25.639734;8824.17;6860.456;3569.2378;661.68;"
"2013-02-27 10:41:47;"";;;;4576.3335;72.51096;26.509499;8897.963;6972.61;3687.724;677.6379;"
"2013-02-27 10:42:02;"";;;9.594873;4657.8164;71.7501;27.685968;;;;;"
"2013-02-27 10:42:17;"";20.717175;;11.233692;;71.19929;29.430075;;;;;"
"2013-02-27 10:42:32;"";;;12.822156;;;31.192493;;;;;"
"2013-02-27 10:42:47;"В работе";;;14.149691;;71.31132;32.982376;;;;;"
"2013-02-27 10:43:02;"";;;14.877546;;;34.277866;;;;;"
"2013-02-27 10:43:17;"";;52.778248;;;71.53538;35.40856;;;;;"
"2013-02-27 10:43:32;"";;;;;;35.994507;;;;;"
"2013-02-27 10:43:47;"";;;13.984894;4712.749;;;;7025.7114;;688.5489;"
"2013-02-27 10:44:02;"";;;13.243305;;;;;;;;"
"2013-02-27 10:44:17;"";;;12.387274;;;;8953.811;;;;"
"2013-02-27 10:44:32;"";;;11.815061;;;;;;;;"
"2013-02-27 10:45:17;"";;;11.284047;;;35.335316;;;;;"
"2013-02-27 10:46:17;"";;;;;71.64741;;;;;;"
"2013-02-27 10:47:17;"";;;10.762188;;;;;;;;"
"2013-02-27 10:48:17;"";;;;;;34.726482;;;;;"
"2013-02-27 10:48:32;"";;;10.217441;;;;;;;;"
"2013-02-27 10:49:47;"";;;9.571984;;;34.158848;;;;;"
"2013-02-27 10:51:17;"";;;9.036393;;;;;;;;"
"2013-02-27 10:51:32;"";;;;;;33.641567;;7076.677;;;"
"2013-02-27 10:51:47;"";;;;4767.681;;;;;;;"
"2013-02-27 10:53:32;"";;;8.528267;;;;;;;;"
"2013-02-27 10:53:47;"";;;;;;33.101395;;;;;"
"2013-02-27 10:57:02;"";;;;;71.7501;;;;;;"
"2013-02-27 10:57:47;"";;;7.9972534;;;;;;;;"
"2013-02-27 10:59:02;"";;;;;;32.584114;;;;;"
"2013-02-27 11:16:47;"";;;7.489128;;;32.066833;;;;;"
"2013-02-27 11:25:02;"";;;;;71.85902;;;;;;"
"2013-02-27 11:32:02;"";;;;4692.4546;;;;;;;"
"2013-02-27 11:40:47;"";;52.884052;;;;;;;;;"
"2013-02-27 12:05:02;"";;52.99297;;;;;;;;;"
"2013-02-27 12:05:32;"";;;;;71.75321;;;;;;"
"2013-02-27 12:07:47;"";;;;;71.64741;;;;;;"
"2013-02-27 12:08:47;"";;53.095665;;;;;;;;;"
"2013-02-27 12:09:02;"";;;;4747.692;;;;;;;"
"2013-02-27 12:11:02;"";;;;;;31.549553;;;;;"
"2013-02-27 12:23:47;"";;;;;71.541595;;;;;;"
"2013-02-27 12:57:17;"";;53.198357;;;;;;;;;"
"2013-02-27 13:26:17;"";;;;;71.644295;;;;;;"
"2013-02-27 14:34:32;"";;;;;;;;;;678.439;"
"2013-02-27 14:37:02;"";;;;;;;8902.541;;;;"
"2013-02-27 14:49:17;"";;;;;71.7501;;;;;;"
"2013-02-27 15:26:47;"";;;;;71.85279;;;;;;"
"2013-02-27 16:00:17;"";;53.30416;;;;;;;;;"
"2013-02-27 16:12:32;"";;;;;;;;7026.322;;;"
"2013-02-27 16:39:47;"";;;;;71.96171;;;;;;"
"2013-02-27 17:59:47;"";;;;;;;;;;668.249;"
"2013-02-27 18:05:02;"";;;;;;;8850.904;;;;"
"2013-02-27 19:52:47;"";;;;;;;;6975.0513;;;"
"2013-02-27 20:52:47;"";;;;;;;;;;658.2353;"
"2013-02-27 21:06:32;"";;;;;;;8797.985;;;;"
"2013-02-27 21:48:17;"";;53.189022;;;;;;;;;"
"2013-02-27 21:55:17;"";;;;;71.85902;;;;;;"
"2013-02-28 00:29:02;"";;;;;71.75321;;;;;;"
"2013-02-28 01:19:17;"";;;;;;;;;;647.4525;"
"2013-02-28 01:19:32;"";;;;;;;8747.082;6924.3916;;;"
"2013-02-28 02:33:02;"";;;;4695.201;;;;;;;"
"2013-02-28 03:27:47;"";;53.076992;;;;;;;;;"
"2013-02-28 03:55:17;"";;;;;71.65051;;;;;;"
"2013-02-28 04:25:32;"";;;;;;;;;;637.2145;"
"2013-02-28 04:26:17;"";;;;;;;8692.882;;;;"
"2013-02-28 04:45:17;"";;52.964962;;;;;;;;;"
"2013-02-28 04:55:02;"";;;;;71.54782;;;;;;"
"2013-02-28 06:36:47;"";;;;;;;8743.236;;;;"
"2013-02-28 06:43:47;"";;;;;;;;;;647.5967;"
"2013-02-28 09:38:02;"";;;;;;;8801.099;;;657.6585;"
"2013-02-28 10:02:17;"";;;;;71.43579;;;;;;"
"2013-02-28 10:03:47;"";;52.856045;;;;;;;;;"
"2013-02-28 10:18:47;"";;;;;71.320656;;;;;;"
"2013-02-28 10:26:32;"";;52.753353;;;;;;;;;"
"2013-02-28 10:35:47;"";;52.86227;;;71.065475;;;;;;"
"2013-02-28 10:37:02;"";;;;;71.21174;;;;;;"
"2013-02-28 10:38:17;"";;52.756462;;;;;;;;;"
"2013-02-28 11:17:47;"";;52.65377;;;;;;;;;"
"2013-02-28 11:29:17;"";;;;;;;;6975.0513;;;"
"2013-02-28 12:06:32;"";;;;;71.10281;;;;;;"
"2013-02-28 12:44:17;"";;52.55263;;;;;;;;;"
"2013-02-28 12:59:47;"";;;;;71.00012;;;;;;"
"2013-02-28 14:09:47;"";;52.44994;;;;;;;;;"
"2013-02-28 14:22:02;"";;;;;70.89743;;;;;;"
"2013-02-28 15:40:02;"";;;;;70.77296;;;;;;"
"2013-02-28 16:11:17;"";;52.347244;;;;;;;;;"
"2013-02-28 17:29:02;"";;;;4645.1514;;;;;;;"
"2013-02-28 18:05:32;"";;;;;70.67026;;;;;;"
"2013-02-28 18:48:02;"";;52.244553;;;;;;;;;"
"2013-02-28 20:47:47;"";;;;;70.56445;;;;;;"
"2013-02-28 22:52:32;"";;52.13875;;;;;;;;;"
"2013-02-28 23:40:47;"";;;;;70.46176;;;;;;"
"2013-03-01 00:00:00;"";20.717175;52.13875;7.489128;4645.1514;70.46176;31.549553;8801.099;6975.0513;3687.724;657.6585;1.0229648"
"2013-03-01 01:07:32;"";;;;;;;;6922.1025;;;"
"2013-03-01 01:17:17;"";;;;;;;8750.194;;;;"
"2013-03-01 01:22:02;"";;;;;;;;;;647.4044;"
"2013-03-01 01:54:17;"";;;;;70.35596;;;;;;"
"2013-03-01 03:20:47;"";;52.03294;;;;;;;;;"
"2013-03-01 04:07:47;"";;;;;;;8699.474;6870.8325;;;"
"2013-03-01 04:26:17;"";;;;;;;;;;637.00616;"
"2013-03-01 05:53:32;"";;;;;70.253265;;;;;;"
"2013-03-01 12:12:02;"";;;;;;;;;;647.56464;"
"2013-03-01 12:12:17;"";;;;;;;8751.477;;;;"
"2013-03-01 12:14:32;"";;;;;;;;6923.171;;;"
"2013-03-01 15:06:32;"";;52.179203;;;70.110115;;;;;;"
"2013-03-01 15:12:17;"";;;;;70.21903;;;;;;"
"2013-03-01 15:14:32;"";;52.073395;;;;;;;;;"
"2013-03-01 17:05:17;"";;;;;70.321724;;;;;;"
"2013-03-02 02:44:32;"";;;;4591.5923;;;;;;;"
"2013-03-02 02:49:02;"";;;;4643.015;;;;;;;"
"2013-03-02 03:03:02;"";;;;4592.508;;;;;;;"
"2013-03-02 03:08:17;"";;;;4643.6255;;;;;;;"
"2013-03-02 03:35:17;"";;;;4593.118;;;;;;;"
"2013-03-02 03:40:02;"";;;;4647.4404;;;;;;;"
"2013-03-02 04:00:32;"";;;;4589.6084;;;;;;;"
"2013-03-02 04:03:47;"";;;;4642.0996;;;;;;;"
"2013-03-02 05:58:32;"";;;;4591.1343;;;;;;;"
"2013-03-02 06:04:02;"";;;;4647.593;;;;;;;"
"2013-03-02 06:13:17;"";;;;4593.271;;;;;;;"
"2013-03-02 06:17:32;"";;;;4644.999;;;;;;;"
"2013-03-02 06:32:02;"";;;;4592.6606;;;;;;;"
"2013-03-02 06:38:02;"";;;;4648.203;;;;;;;"
"2013-03-02 06:43:47;"";;;;4588.3877;;;;;;;"
"2013-03-02 06:47:47;"";;;;4640.116;;;;;;;"
"2013-03-02 07:42:47;"";;;;;70.209694;;;;;;"
"2013-03-02 10:07:32;"";;;;;;;8802.563;;;657.85077;"
"2013-03-02 11:08:02;"";;;;;;;;6974.2886;;;"
"2013-03-02 11:31:32;"";;;;4588.998;;;;;;;"
"2013-03-02 11:37:32;"";;;;4643.3203;;;;;;;"
"2013-03-02 11:45:47;"";;;;4586.5566;;;;;;;"
"2013-03-02 11:49:32;"";;;;4637.369;;;;;;;"
"2013-03-02 20:41:02;"";;;;;;;;6920.2715;;;"
"2013-03-02 21:03:32;"";;;;;;;;;;647.78894;"
"2013-03-02 21:03:47;"";;;;;;;8752.209;;;;"
"2013-03-02 22:11:32;"";;;;;;;;6869.0015;;;"
"2013-03-02 22:16:17;"";;;;;;;;;;637.615;"
"2013-03-02 22:23:32;"";;;;;;;8699.84;;;;"
"2013-03-02 22:31:32;"";;;;;70.107;;;;;;"
"2013-03-02 22:45:47;"";;51.970703;;;;;;;;;"
"2013-03-03 00:36:32;"";;;;;;;;;;627.5532;"
"2013-03-03 00:37:02;"";;;;;;;8647.288;;;;"
"2013-03-03 01:27:17;"";;;;;;;;6818.3413;;;"
"2013-03-03 02:29:02;"";;;;4696.8794;;;;;;;"
"2013-03-03 02:34:02;"";;;;4646.6772;;;;;;;"
"2013-03-03 02:57:32;"";;;;;;;8597.116;;;;"
"2013-03-03 03:05:02;"";;;;;;;;;;617.45935;"
"2013-03-03 03:39:02;"";;;;4700.9995;;;;;;;"
"2013-03-03 03:41:47;"";;;;4650.492;;;;;;;"
"2013-03-03 04:20:32;"";;;;4702.8306;;;;;;;"
"2013-03-03 05:09:32;"";;;;;;;;6768.292;;;"
"2013-03-03 05:25:17;"";;;;4652.323;;;;;;;"
"2013-03-03 05:32:32;"";;;;4708.4766;;;;;;;"
"2013-03-03 05:38:17;"";;;;;;;8545.846;;;;"
"2013-03-03 05:38:47;"";;;;4651.865;;;;;;;"
"2013-03-03 05:44:17;"";;;;4706.1875;;;;;;;"
"2013-03-03 06:07:02;"";;;;;;;;;;607.38153;"
"2013-03-03 08:51:47;"";;;;4652.9336;;;;;;;"
"2013-03-03 08:57:47;"";;;;4703.1357;;;;;;;"
"2013-03-03 09:08:32;"";;;;;;;;;;617.4273;"
"2013-03-03 09:11:32;"";;;;4644.0835;;;;;;;"
"2013-03-03 09:13:47;"";;;;;;;8596.933;;;;"
"2013-03-03 09:17:02;"";;;;;;;;6818.9517;;;"
"2013-03-03 09:27:17;"";;;;4695.3535;;;;;;;"
"2013-03-03 09:36:32;"";;52.076508;;4635.691;;;;;;;"
"2013-03-03 09:40:02;"";;;;;;;;;;627.44104;"
"2013-03-03 09:41:02;"";;;;;;;8647.1045;;;;"
"2013-03-03 09:44:17;"";;;;4687.266;;;;;;;"
"2013-03-03 10:17:02;"";;;;;;;;6870.0693;;637.51886;"
"2013-03-03 10:19:32;"";;;;;;;8698.375;;;;"
"2013-03-03 10:35:32;"";;;;4630.6553;;;;;;;"
"2013-03-03 10:45:17;"";;;;4687.419;;;;;;;"
"2013-03-03 11:04:32;"";;;;;;;;;;647.6448;"
"2013-03-03 11:09:47;"";;;;;;;8752.392;;;;"
"2013-03-03 11:44:02;"";;;;;;;;6922.8657;;;"
"2013-03-03 11:45:47;"";;;;;;;;;;657.6585;"
"2013-03-03 11:47:32;"";;;;;;;8804.395;;;;"
"2013-03-03 12:26:32;"";;;;4637.064;;;;;;;"
"2013-03-03 12:37:17;"";;;;4687.114;;;;;;;"
"2013-03-03 12:58:17;"";;;;;70.209694;;;;;;"
"2013-03-03 14:23:32;"";;;;4629.4346;;;;;;;"
"2013-03-03 16:39:02;"";;;;4757.9155;;;;;;;"
"2013-03-03 16:39:17;"";;;;4577.4014;;;;;;;"
"2013-03-03 16:39:47;"";;;;4652.4756;;;;;;;"
"2013-03-03 16:52:02;"";;;;4600.9004;;;;;;;"
"2013-03-03 16:58:02;"";;;;4658.427;;;;;;;"
"2013-03-03 18:06:32;"";;;;;;;;;;647.5967;"
"2013-03-03 18:06:47;"";;;;;;;8753.308;;;;"
"2013-03-03 18:21:17;"";;;;;70.312386;;;;;;"
"2013-03-03 18:55:17;"";;;;;;;;6871.748;;;"
"2013-03-03 18:55:47;"";;;;;;;;;;637.51886;"
"2013-03-03 19:02:02;"";;;;;;;8701.854;;;;"
"2013-03-03 19:21:17;"";;52.179203;;;;;;;;;"
"2013-03-03 20:37:17;"";;;;;;;8650.4;;;;"
"2013-03-03 20:51:02;"";;;;;;;;;;627.44104;"
"2013-03-03 22:11:32;"";;;;;;;;6821.088;;;"
"2013-03-04 00:12:32;"";;;;4762.7983;;;;;;;"
"2013-03-04 00:12:47;"";;;;4661.9365;;;;;;;"
"2013-03-04 00:13:02;"";;;;;;;8592.538;;;617.39526;"
"2013-03-04 00:46:02;"";;;;;70.209694;;;;;;"
"2013-03-04 03:30:02;"";;;;;;;;6770.2754;;;"
"2013-03-04 04:16:47;"";;52.076508;;4822.614;;;;;;;"
"2013-03-04 04:17:02;"";;;;4675.3643;;;;;;;"
"2013-03-04 04:17:17;"";;;;;;;8539.986;;;;"
"2013-03-04 04:17:47;"";;;;4734.7217;;;;;;;"
"2013-03-04 06:09:02;"";;;;;;;;;;607.31744;"
"2013-03-04 07:11:32;"";;;;4679.6367;;;;;;;"
"2013-03-04 07:11:47;"";;;;4745.861;;;;;;;"
"2013-03-04 07:50:17;"";;52.179203;;;;;;;;;"
"2013-03-04 09:04:02;"";26.64683;52.197872;7.754635;4755.322;70.253265;31.499199;8559.579;6779.1255;3684.7485;614.1428;1.3391622"
"2013-03-04 09:07:17;"";27.37316;52.197872;7.782101;4749.676;70.24704;31.549553;8563.79;6781.4146;3682.6887;614.9279;1.3390402"
"2013-03-04 09:35:32;"";;;;;;;8616.159;;;;"
"2013-03-04 09:35:47;"";;;;;;;;;;625.40625;"
"2013-03-04 09:54:32;"";;;;4686.198;;;;;;;"
"2013-03-04 10:03:02;"";;;;;70.34973;;;;;;"
"2013-03-04 10:04:32;"";;;;;;;;6831.769;;;"
"2013-03-04 10:14:32;"";;;;;;;8667.246;;;;"
"2013-03-04 10:18:02;"";;;;;;;;;;635.43604;"
"2013-03-04 10:58:02;"";;;;;;;8721.446;6883.955;;;"
"2013-03-04 11:13:47;"";;;;;;;;;;645.5459;"
"2013-03-04 12:08:47;"";;;;;;;8773.083;;;;"
"2013-03-04 12:11:02;"";;;;;70.24704;;;;;;"
"2013-03-04 12:18:02;"";;52.409485;;4761.2725;69.85182;;;6951.705;;657.91486;"
"2013-03-04 12:19:32;"";;52.30679;;;70.047874;;;;;;"
"2013-03-04 12:21:02;"";;;;;70.15368;;;;;;"
"2013-03-04 12:26:02;"";;;;4709.6973;;;;;;;"
"2013-03-04 12:26:47;"";;;;;70.25637;;;;;;"
"2013-03-04 12:51:17;"";;;;;70.35907;;;;;;"
"2013-03-04 14:00:17;"";;52.204098;;;;;;;;;"
"2013-03-04 14:02:32;"";;;;4652.323;;;;6897.6885;;;"
"2013-03-04 14:11:32;"";;;;4712.291;;;;;;;"
"2013-03-04 14:16:32;"";;52.313015;;;;;;;;;"
"2013-03-04 14:17:17;"";;52.48106;;;70.02298;;;6948.6533;;;"
"2013-03-04 14:17:32;"";;;;4772.717;70.12567;;8824.17;;;;"
"2013-03-04 14:18:17;"";;52.362804;;;;;;;;;"
"2013-03-04 14:19:17;"";;;;;70.22836;;;;;;"
"2013-03-04 14:22:32;"";;;;;70.343506;;;;;;"
"2013-03-04 14:24:17;"";;;;4715.953;;;;;;;"
"2013-03-04 14:24:47;"";;52.250774;;;;;;;;;"
"2013-03-04 14:37:32;"";;52.35347;;;;;;;;;"
"2013-03-04 14:42:32;"";;;;;70.45242;;;;;;"
"2013-03-04 15:02:32;"";;52.70045;;4775.9214;;;;;;;"
"2013-03-04 15:04:02;"";;52.32235;;;;;;;;;"
"2013-03-04 15:04:17;"";;;;4697.1846;;;;;;;"
"2013-03-04 15:05:02;"";;;;;70.128784;;;;;;"
"2013-03-04 15:05:17;"";;;;;70.33106;;;;;;"
"2013-03-04 15:06:32;"";;;;;70.49911;;;;;;"
"2013-03-04 16:02:02;"";;;;;70.6018;;;;;;"
"2013-03-04 16:10:17;"";;52.425045;;;;;;;;;"
"2013-03-04 16:42:32;"";;;;;70.70449;;;;;;"
"2013-03-04 17:39:17;"";;;;;;;8773.633;;;;"
"2013-03-04 18:00:32;"";;;;;;;;6897.2305;;;"
"2013-03-04 18:14:02;"";;;;;;;;;;647.78894;"
"2013-03-04 19:26:02;"";;;;;;;8722.362;;;;"
"2013-03-04 20:36:47;"";;;;;;;;;;637.7272;"
"2013-03-04 22:14:02;"";;;;;;;;6845.96;;;"
"2013-03-05 00:42:02;"";;;;;70.59869;;;;;;"
"2013-03-05 01:07:32;"";;52.313015;;;;;;;;;"
"2013-03-05 01:13:02;"";;;;;70.49288;;;;;;"
"2013-03-05 01:47:02;"";;;;;;;8668.711;;;;"
"2013-03-05 02:23:17;"";;;;;70.38708;;;;;;"
"2013-03-05 05:36:32;"";;;;;70.28438;;;;;;"
"2013-03-05 06:46:32;"";;;;;;;;;;627.71344;"
"2013-03-05 10:11:47;"";;;;;70.38708;;;;;;"
"2013-03-05 10:31:17;"";;;;;;;;;;638.36804;"
"2013-03-05 11:16:17;"";;;;;;;8722.179;;;;"
"2013-03-05 12:20:02;"";;;;;;;;6897.6885;;;"
"2013-03-05 12:45:17;"";;;;;;;;;;648.5901;"
"2013-03-05 13:32:17;"";;52.415707;;;;;;;;;"
"2013-03-05 14:23:47;"";;;;;;;8773.083;;;;"
"2013-03-05 14:32:47;"";;52.30368;;;;;;;;;"
"2013-03-05 14:42:47;"";;;;;70.49911;;;;;;"
"2013-03-05 14:44:02;"";;52.509068;;;70.2377;;;;;;"
"2013-03-05 14:44:17;"";;52.40326;;;;;;;;;"
"2013-03-05 14:45:32;"";;;;;70.343506;;;;;;"
"2013-03-05 15:11:17;"";;;;;70.446205;;;;;;"
"2013-03-05 18:37:32;"";;;;;;;8722.545;;;;"
"2013-03-05 19:08:17;"";;;;;;;;;;638.28796;"
"2013-03-05 21:08:47;"";;52.505955;;;;;;;;;"
"2013-03-05 21:39:17;"";;;;;;;;6846.418;;;"
"2013-03-05 21:59:32;"";;;;;;;8671.274;;;;"
"2013-03-05 22:41:17;"";;;;;;;;;;628.0499;"
"2013-03-05 23:11:17;"";;;;;;;8620.554;;;;"
"2013-03-05 23:58:17;"";;;;4747.997;;;;;;;"
"2013-03-06 00:11:17;"";;;;;;;;;;617.7157;"
"2013-03-06 00:33:47;"";;;;;;;;6795.758;;;"
"2013-03-06 02:08:47;"";;;;;;;8568.734;;;;"
"2013-03-06 02:32:02;"";;;;;;;8626.779;;;;"
"2013-03-06 02:32:17;"";;;;;;;8574.044;;;;"
"2013-03-06 04:22:17;"";;;;4664.378;;;;;;;"
"2013-03-06 04:26:17;"";;;;;;31.032272;;;;;"
"2013-03-06 07:01:32;"";;;;;;;8628.062;;;;"
"2013-03-06 07:01:47;"";;;;;;;8569.649;;;;"
"2013-03-06 07:22:17;"";;;;;;;;6743.8774;;;"
"2013-03-06 07:28:32;"";;;;;;;;;;607.23737;"
"2013-03-06 08:07:17;"";;;;4719.31;;;;;;;"
"2013-03-06 08:12:47;"";;;;;;;;;;617.4113;"
"2013-03-06 08:16:17;"";;;;;70.55201;;;;;;"
"2013-03-06 08:17:47;"";;;;;;;;6795.3003;;;"
"2013-03-06 08:44:02;"";;52.40326;;;;;;;;;"
"2013-03-06 08:45:02;"";;;;;70.44309;;;;;;"
"2013-03-06 08:49:47;"";;;;;70.3155;;;;;;"
"2013-03-06 08:50:02;"";;52.56819;;;70.01364;;;;;;"
"2013-03-06 08:50:17;"";;52.40326;;;70.37151;;;;;;"
"2013-03-06 08:50:32;"";;;;;70.240814;;;;;;"
"2013-03-06 08:58:32;"";;;;;70.35596;;8622.568;;;;"
"2013-03-06 09:42:47;"";;52.297455;;;;;;;;;"
"2013-03-06 10:02:17;"";;;;;70.24393;;;;;;"
"2013-03-06 10:02:32;"";;;;;;;;;;627.4571;"
"2013-03-06 11:10:17;"";;;;;;;8672.74;;;;"
"2013-03-06 11:36:47;"";;;;;;;;6845.8076;;;"
"2013-03-06 11:53:32;"";;;;;;;;;;637.615;"
"2013-03-06 12:04:47;"";;;;4654.612;;;;;;;"
"2013-03-06 12:12:32;"";;;;4705.425;;;;;;;"
"2013-03-06 12:41:47;"";;;;;70.34662;;;;;;"
"2013-03-06 12:47:02;"";;52.40326;;;;;;;;;"
"2013-03-06 13:07:47;"";;;;;;;8722.911;;;;"
"2013-03-06 13:37:02;"";;;;;;;;;;648.0934;"
"2013-03-06 13:48:17;"";;;;4650.492;;;;;;;"
"2013-03-06 13:57:32;"";;;;4704.8145;;;;6896.468;;;"
"2013-03-06 14:34:32;"";;;;;70.44931;;;;;;"
"2013-03-06 14:41:47;"";;52.518402;;;;;;;;;"
"2013-03-06 15:14:47;"";;;;;70.55512;;;;;;"
"2013-03-06 15:23:32;"";;;;;;;8775.28;;;;"
"2013-03-06 15:29:47;"";;52.624207;;;;;;;;;"
"2013-03-06 16:04:17;"";;;;;70.66404;;;;;;"
"2013-03-06 16:22:17;"";;52.72846;;;;;;;;;"
"2013-03-06 16:54:47;"";;;;;70.769844;;;;;;"
"2013-03-06 18:24:32;"";;;;;;;8724.376;;;;"
"2013-03-06 18:53:47;"";;;;;;;;;;637.9034;"
"2013-03-06 19:12:47;"";;;;;;;;6845.0444;;;"
"2013-03-06 19:13:02;"";;;;;;;8669.443;;;;"
"2013-03-06 19:35:32;"";;;;;70.87876;;;;;;"
"2013-03-06 19:42:32;"";;;;;;;;;;627.8416;"
"2013-03-06 21:36:17;"";;;;;;;8617.624;;;;"
"2013-03-06 21:40:02;"";;;;;;;;6794.69;;;"
"2013-03-06 22:12:17;"";;;;;;;;;;617.74774;"
"2013-03-06 22:19:17;"";;;;;70.769844;;;;;;"
"2013-03-06 23:25:47;"";;;;;;;8566.537;;;;"
"2013-03-06 23:28:32;"";;;;;70.667145;;;;;;"
"2013-03-07 00:30:02;"";;52.624207;;;;;;;;;"
"2013-03-07 01:27:47;"";;;;;70.56445;;;;;;"
"2013-03-07 02:59:02;"";;52.505955;;;;;;;;;"
"2013-03-07 03:12:32;"";;;;;70.46176;;;;;;"
"2013-03-07 04:23:02;"";;;;4651.713;;;;;;;"
"2013-03-07 04:26:17;"";;;;;70.567566;;;;;;"
"2013-03-07 04:27:17;"";;;;;;;8618.906;;;;"
"2013-03-07 04:27:32;"";;;;;;;8568.551;;;;"
"2013-03-07 05:39:17;"";;;;;;;8619.821;;;;"
